Unnamed: 0,Rinitials,Cinitials,Codedate,LSOA,IMGid,IMGdate,ADid,ASSETid,Long,Lat,ADtype,ADsize,ADprodtype,ADprod,ADbrand,Brandad,Admanagement,Price£,Pricesourcelink,Unit,Portion,Totalwt,Wtsource,Nutritionsource,Nutsourcelink,Fatdensity,Satfatdensity,Sugardensity,Sodiumdensity,Ekcaldensity,Fibredensity,Proteindensity,FVN,NPMscore,NPMstatus,ADcompliance,...1,Latitude,Longitude,file_path,LSOA_naming,lsoa_code,IMD_Q,LSOA_name
927,MM,IW,20/06/2023,E01011271,20230516_171251,16/05/2023,GR_FHHS_07_01,GR_FHHS_07,,,11,1,5,litter and recycling sign,Leeds City Council,0,Leeds City Council,,,,,,,,,,,,,,,,,,,,0,53.8731208,-1.71824041,C:\Users\mediwils\OneDrive - University of Leeds\ImagesFromLeedsLSOAs\E01011271_Q5_FieldheadHawkstones\20230516_171251.jpg,E01011271_Q5_FieldheadHawkstones,E01011271,Q5,FieldheadHawkstones
925,MM,IW,20/06/2023,E01011271,20230516_165621,16/05/2023,GR_FHHS_06_01,GR_FHHS_06,,,2,1,5,Senior bus pass,metro,0,metro,,,,,,,,,,,,,,,,,,,,0,53.86841982,-1.72279179,C:\Users\mediwils\OneDrive - University of Leeds\ImagesFromLeedsLSOAs\E01011271_Q5_FieldheadHawkstones\20230516_165621.jpg,E01011271_Q5_FieldheadHawkstones,E01011271,Q5,FieldheadHawkstones
926,MM,IW,20/06/2023,E01011271,20230516_165621,16/05/2023,GR_FHHS_06_02,GR_FHHS_06,,,2,1,5,U19s bus travel card,myway,0,metro,,,,,,,,,,,,,,,,,,,,0,53.86841982,-1.72279179,C:\Users\mediwils\OneDrive - University of Leeds\ImagesFromLeedsLSOAs\E01011271_Q5_FieldheadHawkstones\20230516_165621.jpg,E01011271_Q5_FieldheadHawkstones,E01011271,Q5,FieldheadHawkstones
48,IW,IW,23/05/2023,E01011287,IMG_5124,19/05/2023,AY_SGVS_02_01,AY_SGVS_02,,,1,2,1,Forrero Rocher Confetteria Raffaello Icecream,Forrero Rocher,0,Clear Channel,5,https://www.tesco.com/groceries/en-GB/products/313515644,g,47,188,https://www.tesco.com/groceries/en-GB/products/313515644,3,https://www.tesco.com/groceries/en-GB/products/313515644,24.8,20.4,26.9,79.2,362,0,5.2,0,19,1,1,0,53.80566389,-1.628519444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5124.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
49,IW,IW,23/05/2023,E01011287,IMG_5124,19/05/2023,AY_SGVS_02_01,AY_SGVS_02,,,1,2,1,Forrero Rocher Classic Icecream,Forrero Rocher,0,Clear Channel,5,https://www.tesco.com/groceries/en-GB/products/312828235?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**312828235*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-f02aQxcJbs2vZGmvN8Fgq3oaRdqIbPkCTgtmjHqBBs3IOWBweBNMaAiV2EALw_wcB&gclsrc=aw.ds,ml,70,280,https://www.tesco.com/groceries/en-GB/products/312828235?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**312828235*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-f02aQxcJbs2vZGmvN8Fgq3oaRdqIbPkCTgtmjHqBBs3IOWBweBNMaAiV2EALw_wcB&gclsrc=aw.ds,3,https://www.tesco.com/groceries/en-GB/products/312828235?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**312828235*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-f02aQxcJbs2vZGmvN8Fgq3oaRdqIbPkCTgtmjHqBBs3IOWBweBNMaAiV2EALw_wcB&gclsrc=aw.ds,27.8,14,26.2,70.8,390,0,5,0,17,1,1,0,53.80566389,-1.628519444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5124.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
52,IW,IW,23/05/2023,E01011287,IMG_5126,19/05/2023,AY_SGVS_04_01,AY_SGVS_04,,,1,2,1,McDonald's bacon sandwich,McDonald's,0,Clear Channel,3.39,McDonald's app,g,174,174,"FPS book, pg 14 bap, pg 54 bacon (x2), pg 83 ketchup sachet",2,https://www.mcdonalds.com/gb/en-gb/product/bacon-roll.html,5.29,1.61,4.25,505.75,190.8,1.26,12.07,0,2,0,0,0,53.80592778,-1.6322,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5126.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
50,IW,IW,23/05/2023,E01011287,IMG_5125,19/05/2023,AY_SGVS_03_01,AY_SGVS_03,,,1,2,2,Pepsi Max (can),Pepsi,0,Clear Channel,0.95,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF_W-UY4BU8TsXK2TQNYz81ir7OwDc3ZukLj-qLXyvPSUQ1wCM3PPRkaArQxEALw_wcB&gclsrc=aw.ds,ml,330,330,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF_W-UY4BU8TsXK2TQNYz81ir7OwDc3ZukLj-qLXyvPSUQ1wCM3PPRkaArQxEALw_wcB&gclsrc=aw.ds,3,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF_W-UY4BU8TsXK2TQNYz81ir7OwDc3ZukLj-qLXyvPSUQ1wCM3PPRkaArQxEALw_wcB&gclsrc=aw.ds,0,0,0,0,0.4,0,0,0,0,0,0,0,53.80592778,-1.632266667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5125.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
51,IW,IW,23/05/2023,E01011287,IMG_5125,19/05/2023,AY_SGVS_03_01,AY_SGVS_03,,,1,2,1,Pizza,Pepsi,0,Clear Channel,2.5,https://www.sainsburys.co.uk/gol-ui/SearchResults/cheese%20and%20tomato%20pizza,g,200,410,"FPS book, pg 25 9-10 inch pizza",4,CoFID 11-936,9.8,4.12,3.9,380,272,2.9,12.2,0,8,1,1,0,53.80592778,-1.632266667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5125.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
53,IW,IW,23/05/2023,E01011287,IMG_5127,19/05/2023,AY_SGVS_05_01,AY_SGVS_05,,,9,1,5,Leeds International Festival of Ideas 2023,Leeds International Festival,0,City Ads,,,,,,,,,,,,,,,,,,,,0,53.80590833,-1.632491667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5127.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
54,IW,IW,23/05/2023,E01011287,IMG_5128,19/05/2023,AY_SGVS_06_01,AY_SGVS_06,,,9,1,5,Leeds International Festival of Ideas 2023,Leeds International Festival,0,City Ads,,,,,,,,,,,,,,,,,,,,0,53.806,-1.633066667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5128.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
724,IW,IW,13/06/2023,E01011319,IMG_6141,06/06/2023,BH_BRAA_08_01,BH_BRAA_08,,,14,1,1,Sweet treats & desserts,Divine delights,1,,,,,,,,,,,,,,,,,,,,1,0,53.767575,-1.554316667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6141.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
725,IW,IW,13/06/2023,E01011319,IMG_6141,06/06/2023,BH_BRAA_09_01,BH_BRAA_09,,,6,2,5,martial arts classes,Aegis martial arts,1,,,,,,,,,,,,,,,,,,,,,0,53.767575,-1.554316667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6141.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
723,IW,IW,13/06/2023,E01011319,IMG_6140,06/06/2023,BH_BRAA_07_01,BH_BRAA_07,,,2,1,5,Mcard mobile app,Metro,0,Metro,,,,,,,,,,,,,,,,,,,,0,53.76749725,-1.554401386,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6140.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
722,IW,IW,13/06/2023,E01011319,IMG_6139,06/06/2023,BH_BRAA_06_01,BH_BRAA_06,,,14,1,5,Property lettings and estate agents,Whitegates,1,Leeds City Council,,,,,,,,,,,,,,,,,,,,0,53.766975,-1.555669444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6139.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
718,IW,IW,13/06/2023,E01011319,IMG_6135,06/06/2023,BH_BRAA_02_01,BH_BRAA_02,,,13,2,5,Broadband,TalkTalk,0,,,,,,,,,,,,,,,,,,,,,0,53.767125,-1.555763889,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6135.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
726,IW,IW,13/06/2023,E01011319,IMG_6144,06/06/2023,BH_BRAA_10_01,BH_BRAA_10,,,14,1,5,Property lettings and estate agents,Whitegates,1,,,,,,,,,,,,,,,,,,,,,0,53.76707778,-1.555777778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6144.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
721,IW,IW,13/06/2023,E01011319,IMG_6138,06/06/2023,BH_BRAA_05_01,BH_BRAA_05,,,1,2,5,Llyods bank smart start,Lloyds bank,0,Clear channel,,,,,,,,,,,,,,,,,,,,0,53.76685,-1.555983333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6138.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
720,IW,IW,13/06/2023,E01011319,IMG_6137,06/06/2023,BH_BRAA_04_01,BH_BRAA_04,,,1,2,3,Inch's medium apple cider,Inch's,0,Clear channel,,,,,,,,,,,,,,,,,,,,0,53.76684167,-1.555988889,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6137.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
719,IW,IW,13/06/2023,E01011319,IMG_6136,06/06/2023,BH_BRAA_03_01,BH_BRAA_03,,,14,2,1,Grocery delivery,,1,,,,,,,,,,,,,,,,,,,,1,0,53.76678889,-1.556194444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6136.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
711,IW,IW,12/06/2023,E01011329,IMG_6223,07/06/2023,CF_CCGW_04_01,CF_CCGW_04,,,2,1,5,Mcard mobile app,Metro,0,Metro,,,,,,,,,,,,,,,,,,,,0,53.81476944,-1.634538889,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise\IMG_6223.JPG,E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise,E01011329,Q4,CalverleysCambridgeGardensWhitecoteRise
715,IW,IW,12/06/2023,E01011329,IMG_6228,07/06/2023,CF_CCGW_08_01,CF_CCGW_08,,,2,1,5,yournextbus,Metro,0,,,,,,,,,,,,,,,,,,,,,0,53.81628056,-1.640155556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise\IMG_6228.JPG,E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise,E01011329,Q4,CalverleysCambridgeGardensWhitecoteRise
712,IW,IW,12/06/2023,E01011329,IMG_6224,07/06/2023,CF_CCGW_05_01,CF_CCGW_05,,,2,1,5,yournextbus,Metro,0,Metro,,,,,,,,,,,,,,,,,,,,0,53.81272778,-1.640575,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise\IMG_6224.JPG,E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise,E01011329,Q4,CalverleysCambridgeGardensWhitecoteRise
803,IW,IW,13/06/2023,E01011341,IMG_6378,09/06/2023,TN_VTDH_52_01,TN_VTDH_52,,,1,2,1,Chicken royale,Burger King,0,Clear channel,5.99,https://www.burgerking.co.uk/menu/picker-e30e8df2-b618-45fc-b60a-27eaefa57894,g,217,217,https://www.burgerking.co.uk/menu/picker-e30e8df2-b618-45fc-b60a-27eaefa57894,2,https://www.burgerking.co.uk/menu/picker-e30e8df2-b618-45fc-b60a-27eaefa57894,13,1.5,2.9,560,248.5,0,9.8,13.8,5,1,1,0,53.80683611,-1.471644444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6378.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
804,IW,IW,13/06/2023,E01011341,IMG_6378,09/06/2023,TN_VTDH_52_01,TN_VTDH_52,,,1,2,1,Whopper burger,Burger King,0,Clear channel,5.99,https://www.burgerking.co.uk/menu/picker-23d38263-8347-4ddc-aec0-a738c3cc6578,g,287.2,287.2,https://www.burgerking.co.uk/menu/picker-23d38263-8347-4ddc-aec0-a738c3cc6578,2,https://www.burgerking.co.uk/menu/picker-23d38263-8347-4ddc-aec0-a738c3cc6578,10.8,3,4,320,209.3,0,10.7,19.85,2,0,0,0,53.80683611,-1.471644444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6378.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
805,IW,IW,13/06/2023,E01011341,IMG_6378,09/06/2023,TN_VTDH_52_01,TN_VTDH_52,,,1,2,2,Coca-cola,Burger King,0,Clear channel,2.82,https://www.burgerking.co.uk/menu/picker-16dbed84-1b4c-4bc7-8287-98542ad48de9,ml,454.55,454.55,https://www.burgerking.co.uk/menu/picker-16dbed84-1b4c-4bc7-8287-98542ad48de9,2,https://www.burgerking.co.uk/menu/picker-16dbed84-1b4c-4bc7-8287-98542ad48de9,0,0,10.6,0,41.8,0,0,0,2,1,1,0,53.80683611,-1.471644444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6378.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
806,IW,IW,13/06/2023,E01011341,IMG_6379,09/06/2023,TN_VTDH_53_01,TN_VTDH_53,,,1,2,2,LIXIR elderflower and lemon tonic water,LIXIR,0,Clear channel,1.85,https://groceries.asda.com/product/tonic-water/lixir-elderflower-lemon-tonic-water/1000383154105,ml,,500,https://groceries.asda.com/product/tonic-water/lixir-elderflower-lemon-tonic-water/1000383154105,1,https://lixirdrinks.co.uk/product/elderflower-and-lemon-tonic-8x500ml/,0,0,4.8,0,21,0,0,0,1,1,1,0,53.80681667,-1.4717,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6379.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
807,IW,IW,13/06/2023,E01011341,IMG_6379,09/06/2023,TN_VTDH_53_01,TN_VTDH_53,,,1,2,2,LIXIR rhubarb and ginger tonic water,LIXIR,0,Clear channel,1.85,https://groceries.asda.com/product/tonic-water/lixir-rhubarb-ginger-tonic-water/1000383154055,ml,,500,https://groceries.asda.com/product/tonic-water/lixir-rhubarb-ginger-tonic-water/1000383154055,1,https://lixirdrinks.co.uk/product/lixir-rhubarb-ginger-tonic/,0,0,4.9,0,22,0,0,0,1,1,1,0,53.80681667,-1.4717,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6379.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
808,IW,IW,13/06/2023,E01011341,IMG_6379,09/06/2023,TN_VTDH_53_01,TN_VTDH_53,,,1,2,2,LIXIR pink grapefruit tonic water,LIXIR,0,Clear channel,1.85,https://groceries.asda.com/product/tonic-water/lixir-pink-grapefruit-tonic-water/1000383154006,ml,,500,https://groceries.asda.com/product/tonic-water/lixir-pink-grapefruit-tonic-water/1000383154006,1,https://lixirdrinks.co.uk/product/lixir-pink-grapefruit-tonic/,0,0,4.9,0,21,0,0,0,1,1,1,0,53.80681667,-1.4717,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6379.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
813,IW,IW,13/06/2023,E01011341,IMG_6388,09/06/2023,TN_VTDH_57_01,TN_VTDH_57,,,14,3,5,Civil engineering contractors,HMH civils,1,,,,,,,,,,,,,,,,,,,,,0,53.803325,-1.473202778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6388.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
814,IW,IW,13/06/2023,E01011341,IMG_6389,09/06/2023,TN_VTDH_58_01,TN_VTDH_58,,,14,2,5,Sustainable travel planning company,Mosodi,1,,,,,,,,,,,,,,,,,,,,,0,53.80602778,-1.474055556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6389.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
812,IW,IW,13/06/2023,E01011341,IMG_6387,09/06/2023,TN_VTDH_56_01,TN_VTDH_56,,,6,2,5,Home construction,Keepmoat homes,1,,,,,,,,,,,,,,,,,,,,,0,53.805125,-1.474536111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6387.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
809,IW,IW,13/06/2023,E01011341,IMG_6384,09/06/2023,TN_VTDH_54_01,TN_VTDH_54,,,12,1,5,Al-murad tiles & bathrooms,Al-Murad Tiles,1,Leeds City Council,,,,,,,,,,,,,,,,,,,,0,53.80608611,-1.474558333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6384.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
785,IW,IW,13/06/2023,E01011341,IMG_6366,09/06/2023,TN_VTDH_41_01,TN_VTDH_41,,,11,1,5,Dog waste fine,Leeds City Council,0,Leeds City Council,,,,,,,,,,,,,,,,,,,,0,53.806175,-1.475022222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6366.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
811,IW,IW,13/06/2023,E01011341,IMG_6386,09/06/2023,TN_VTDH_55_01,TN_VTDH_55,,,3,3,5,Home construction,Keepmoat homes,1,,,,,,,,,,,,,,,,,,,,,0,53.80545556,-1.475116667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6386.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
810,IW,IW,13/06/2023,E01011341,IMG_6385,09/06/2023,TN_VTDH_55_01,TN_VTDH_55,,,3,3,5,Home construction,Keepmoat homes,1,,,,,,,,,,,,,,,,,,,,,0,53.80577778,-1.475130556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6385.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
784,IW,IW,13/06/2023,E01011341,IMG_6365,09/06/2023,TN_VTDH_40_01,TN_VTDH_40,,,3,3,5,Home construction,Keepmoat homes,1,,,,,,,,,,,,,,,,,,,,,0,53.80610556,-1.475222222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6365.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
783,IW,IW,13/06/2023,E01011341,IMG_6364,09/06/2023,TN_VTDH_39_01,TN_VTDH_39,,,12,1,5,Al-murad tiles & bathrooms,Al-Murad Tiles,1,Leeds City Council,,,,,,,,,,,,,,,,,,,,0,53.806,-1.4755,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6364.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
